Key,Type,English,French,Chinese,Spanish,Filipino,Vietnamese,Thai,Portuguese,Hindi,Swahili,Indonesian,Creole,Burmese
weight_checker_notes,main,• Heart Girth: Measure the thorax (just behind the front legs) making sure the tape is fit along the body and meets tightly (Point B).\n• Body Length: Measure from the base of the ears to the base of the tail making sure the tape is firm on the body and not lose (Point A).\n• Ensure the pig is standing squarely on level ground for the most accurate result.\n,• Périmètre thoracique : Mesurez le thorax (juste derrière les pattes avant) en vous assurant que le ruban est ajusté le long du corps et se rejoint étroitement (Point B).\n• Longueur du corps : Mesurez de la base des oreilles à la base de la queue en vous assurant que le ruban est ferme sur le corps et non lâche (Point A).\n• Assurez-vous que le porc se tient d'aplomb sur un sol plat pour obtenir le résultat le plus précis.\n,• 胸围：测量胸部（紧靠前腿后部），确保卷尺紧贴身体并紧密结合（B点）。\n• 体长：从耳根部测量到尾根部，确保卷尺紧贴身体且不松动（A点）。\n• 确保猪正立在平坦的地面上，以获得最准确的结果。\n,"• Perímetro torácico: Meça o tórax (logo atrás das patas dianteiras), garantindo que a fita esteja ajustada ao corpo e se encontre firmemente (Ponto B).\n• Comprimento do corpo: Meça da base das orelhas à base da cauda, garantindo que a fita esteja firme no corpo e não frouxa (Ponto A).\n• Certifique-se de que o porco esteja parado corretamente em solo nivelado para obter o resultado mais preciso.\n",• Heart Girth: Sukatin ang thorax (sa likod lang ng mga harapang binti) siguraduhing ang tape ay lapat sa katawan at mahigpit ang pagtatagpo (Point B).\n• Body Length: Sukatin mula sa base ng mga tainga hanggang sa base ng buntot siguraduhing ang tape ay lapat sa katawan at hindi maluwag (Point A).\n• Siguraduhing ang baboy ay nakatayo nang maayos sa patag na lupa para sa pinakatumpak na resulta.\n,"• Vòng ngực: Đo lồng ngực (ngay sau hai chân trước), đảm bảo thước dây ôm sát cơ thể và khít nhau (Điểm B).\n• Chiều dài thân: Đo từ gốc tai đến gốc đuôi, đảm bảo thước dây áp sát vào cơ thể và không bị lỏng (Điểm A).\n• Đảm bảo heo đứng thẳng trên mặt đất bằng phẳng để có kết quả chính xác nhất.\n",• รอบอก: วัดบริเวณหน้าอก (หลังขาหน้าพอดี) โดยให้สายวัดแนบสนิทกับลำตัวและดึงให้ตึงพอดี (จุด B)\n• ความยาวลำตัว: วัดจากโคนหูไปจนถึงโคนหาง โดยให้สายวัดแนบไปตามแผ่นหลังและไม่หย่อน (จุด A)\n• ตรวจสอบให้แน่ใจว่าสุกรยืนตัวตรงบนพื้นราบเพื่อให้ได้ผลลัพธ์ที่แม่นยำที่สุด\n,"• Perímetro Torácico: Meça o tórax (logo atrás das patas dianteiras), garantindo que a fita esteja ajustada ao corpo e se encontre firmemente (Ponto B).\n• Comprimento do Corpo: Meça da base das orelhas à base da cauda, garantindo que a fita esteja firme no corpo e não frouxa (Ponto A).\n• Certifique-se de que o porco esteja parado corretamente em solo nivelado para obter o resultado mais preciso.\n","• सीने का घेरा: छाती (ठीक सामने के पैरों के पीछे) को मापें, यह सुनिश्चित करते हुए कि टेप शरीर के साथ फिट है और कसकर मिलता है (बिंदु B)।\n• शरीर की लंबाई: कानों के आधार से पूंछ के आधार तक मापें, यह सुनिश्चित करते हुए कि टेप शरीर पर मजबूत है और ढीला नहीं है (बिंदु A)।\n• सबसे सटीक परिणाम के लिए सुनिश्चित करें कि सुअर समतल जमीन पर सीधे खड़ा है।\n",• Mshipi wa Moyo: Pima thorax (nyuma tu ya miguu ya mbele) ili kuhakikisha kuwa mkanda unafaa kando ya mwili na unakutana kwa uthabiti (Pointi B).\n• Urefu wa Mwili: Pima kutoka sehemu ya chini ya masikio hadi sehemu ya chini ya mkia ili kuhakikisha kuwa tepi ni thabiti kwenye mwili na haipotei (Pointi A).\n• Hakikisha kwamba nguruwe imesimama kwa usahihi zaidi kwenye ardhi.\n,"• Lingkar Jantung: Ukur bagian dada (tepat di belakang kaki depan) dan pastikan selotip menempel erat di badan dan rapat (Titik B).\n• Panjang Badan: Ukur dari pangkal telinga hingga pangkal ekor, pastikan selotip menempel erat pada badan dan tidak hilang (Titik A).\n• Pastikan babi berdiri tegak di permukaan tanah untuk mendapatkan hasil yang paling akurat.\n",• Sikonstans kè: Mezire towòks (jis dèyè janm devan yo) pou asire ke kasèt la anfòm sou kò a epi li byen sere (Pwen B).\n• Longè kò a: Mezire soti nan baz zòrèy yo rive nan baz ke a pou asire ke kasèt la byen fèm sou kò a epi li pa pèdi (Pwen A).,• Heart Girth- တိပ်သည် ခန္ဓာကိုယ်တစ်လျှောက် အံကိုက်ဖြစ်ပြီး တင်းကျပ်စွာ ကိုက်ညီကြောင်း သေချာစေရန် ရင်ဘတ်ကို တိုင်းတာပြီး (Point B)။\n• ကိုယ်ထည်အရှည်- နားရွက်ခြေရင်းမှ အမြီးခြေရင်းအထိ တိပ်သည် ခန္ဓာကိုယ်ပေါ်တွင် ခိုင်မြဲပြီး (အမှတ် A) မဆုံးရှုံးကြောင်း သေချာစေရန် တိုင်းတာခြင်း\n• ဝက်သည် ရလဒ်အတိကျဆုံး မြေပြင်ပေါ်တွင် လေးထောင့်ပုံနေကြောင်း သေချာပါစေ။\n
converter_title,main,Converter,Convertisseur,转换器,Conversor,Converter,Bộ chuyển đổi,เครื่องมือแปลงหน่วย,Conversor,कनवर्टर,Kigeuzi,Konverter,Konvètè,ပြောင်းပေးသည်။
unit_lbs,main,Lbs,Lbs,磅,Lbs,Lbs,Lbs,ปอนด์,Lbs,पाउंड,Lbs,pon,Lbs,ပေါင်
unit_kgs,main,Kgs,Kgs,公斤,Kgs,Kgs,Kgs,กก.,Kgs,किग्रा,Kg,kg,Kgs,ကီလိုဂရမ်
weigh_with_tape_title,main,Weigh with Tape,Peser avec ruban,用卷尺称重,Pesar com fita,Timbangin Gamit ang Tape,Cân bằng thước dây,วัดน้ำหนักด้วยสายวัด,Pesar com Fita,टेप से वजन करें,Pima kwa Tape,Timbang dengan Tape,Peze ak tep,တိပ်ဖြင့် ချိန်ပါ။
weigh_with_tape_subtitle,main,Estimate weight with measuring tape.,Estimer le poids avec un ruban à mesurer.,用皮尺估算重量。,Estimar o peso com fita métrica.,Tantiyahin ang timbang gamit ang measuring tape.,Ước tính trọng lượng bằng thước dây.,ประเมินน้ำหนักด้วยสายวัด,Estimar o peso com fita métrica.,मापने वाले टेप के साथ वजन का अनुमान लगाएं।,Kadiria uzito kwa mkanda wa kupimia.,Perkirakan berat badan dengan pita pengukur.,Estime pwa ak tep pou mezire.,တိပ်ဖြင့်တိုင်းတာသောအလေးချိန်ကို ခန့်မှန်းပါ။
label_length,main,Length (%1,Longueur (%1,长度 (%1,Comprimento (%1,Haba (%1,Chiều dài (%1,ความยาว (%1,Comprimento (%1,लंबाई (%1,Urefu (%1,Panjang (%1,Longè (% 1,အရှည် (%1
label_girth,main,Girth (%1,Circonférence (%1,胸围 (%1,Perímetro (%1,Girth (%1,Vòng ngực (%1,รอบอก (%1,Perímetro (%1,घेरा (%1,Girth (%1,Ketebalan (%1,Gwosè (% 1,လုံးပတ် (%1
unit_cm,main,cm,cm,厘米,cm,cm,cm,ซม.,cm,सेमी,cm,cm,cm,စင်တီမီတာ
unit_in,main,in,in,英寸,in,in,in,นิ้ว,in,इंच,katika,di dalam,nan,၌
placeholder_a,main,A,A,A,A,A,A,A,A,A,A,A,A,တစ်
placeholder_b,main,B,B,B,B,B,B,B,B,B,B,B,B,ခ
label_estimated_live_weight,main,Estimated Live Weight,Poids vif estimé,估算活重,Peso vivo estimado,Tantiyadong Live Weight,Trọng lượng hơi ước tính,น้ำหนักมีชีวิตโดยประมาณ,Peso Vivo Estimado,अनुमानित जीवित वजन,Inakadiriwa Uzito wa Moja kwa Moja,Perkiraan Berat Hidup,Estimasyon Pwa Viv,ခန့်မှန်းခြေ တိုက်ရိုက်အလေးချိန်
label_estimated_carcass_weight,main,Estimated Carcass Weight,Poids de carcasse estimé,估算胴体重,Peso de carcaça estimado,Tantiyadong Carcass Weight,Trọng lượng thịt xẻ ước tính,น้ำหนักซากโดยประมาณ,Peso de Carcaça Estimado,अनुमानित शव वजन,Uzito Unaokadiriwa wa Mzoga,Perkiraan Berat Karkas,Estimasyon Pwa Kadav,ခန့်မှန်းခြေ အသေကောင်အလေးချိန်
msg_enter_measurements,main,Enter measurements on diagram to calculate,Saisir les mesures sur le schéma pour calculer,在图表上输入测量值以进行计算,Insira as medidas no diagrama para calcular,Ipasok ang mga sukat sa diagram para makalkula,Nhập các số đo trên sơ đồ để tính toán,ป้อนค่าการวัดในแผนภาพเพื่อคำนวณ,Insira as medidas no diagrama para calcular,गणना करने के लिए चित्र पर माप दर्ज करें,Weka vipimo kwenye mchoro ili kuhesabu,Masukkan pengukuran pada diagram untuk menghitung,Antre mezi sou dyagram pou kalkile,တွက်ချက်ရန် ပုံတွင် အတိုင်းအတာများကို ထည့်သွင်းပါ။
pig_diagram_content_description,main,Pig measurement guide,Guide de mesure du porc,猪只测量指南,Guia de medição de porcos,Gabay sa pagsukat ng baboy,Hướng dẫn đo heo,คู่มือการวัดตัวสุกร,Guia de medição de porcos,सुअर माप गाइड,Mwongozo wa kupima nguruwe,Panduan pengukuran babi,Gid mezi kochon,ဝက်တိုင်းတာခြင်းလမ်းညွှန်
weight_format,main,%1$.1f Kg / %2$.1f Lbs,%1$.1f Kg / %2$.1f Lbs,%1$.1f 公斤 / %2$.1f 磅,%1$.1f Kg / %2$.1f Lbs,%1$.1f Kg / %2$.1f Lbs,%1$.1f Kg / %2$.1f Lbs,%1$.1f กก. / %2$.1f ปอนด์,%1$.1f Kg / %2$.1f Lbs,%1$.1f किग्रा / %2$.1f पाउंड,%1$.1f Kg / %2$.1f Lbs,%1$.1f Kg / %2$.1f Pon,%1$.1f Kg / %2$.1f Lbs,%1$.1f Kg / %2$.1f Lbs
estimated_results,main,Estimated Results,Résultats estimés,估算结果,Resultados estimados,Tantiyadong Resulta,Kết quả ước tính,ผลลัพธ์โดยประมาณ,Resultados estimados,अनुमानित परिणाम,Matokeo Yanayokadiriwa,Perkiraan Hasil,Estimasyon rezilta yo,ခန့်မှန်းရလဒ်များ
diag_reset,main,Reset,Réinitialiser,重置,Restablecer,I-reset,Đặt lại,รีเซ็ต,Redefinir,रीसेट,Weka upya,Mengatur ulang,Reyajiste,ပြန်လည်သတ်မှတ်ပါ။
diag_intro,main,Select the symptoms you observe in your pigs to narrow down potential diseases.,Sélectionnez les symptômes que vous observez chez vos porcs pour identifier les maladies potentielles.,选择您在猪身上观察到的症状，以缩小潜在疾病的范围。,Seleccione los síntomas que observa en sus cerdos para identificar posibles enfermedades.,Pumili ng mga sintomas na nakikita mo sa iyong mga baboy upang malaman ang posibleng sakit.,Chọn các triệu chứng bạn quan sát thấy ở heo để thu hẹp các bệnh tiềm ẩn.,เลือกอาการที่คุณสังเกตเห็นในสุกรเพื่อคัดกรองโรคที่อาจเกิดขึ้น,Selecione os sintomas que observa em seus porcos para identificar possíveis doenças.,अपने सूअरों में दिखने वाले लक्षणों को चुनें ताकि संभावित बीमारियों की पहचान की जा सके।,Chagua dalili unazoziona kwa nguruwe wako ili kupunguza magonjwa yanayoweza kutokea.,Pilih gejala yang Anda amati pada babi untuk mempersempit potensi penyakit.,Chwazi sentòm ou obsève nan kochon ou yo pou diminye maladi potansyèl yo.,ဖြစ်နိုင်ချေရှိသော ရောဂါများကို ကျဉ်းမြောင်းစေရန် သင့်ဝက်များတွင် သင်တွေ့ရသော လက္ခဏာများကို ရွေးချယ်ပါ။
diag_observed_symptoms,main,Observed Symptoms,Symptômes observés,观察到的症状,Síntomas observados,Mga Nakitang Sintomas,Triệu chứng quan sát được,อาการที่สังเกตเห็น,Sintomas Observados,देखे गए लक्षण,Dalili Zilizozingatiwa,Gejala yang Diamati,Sentòm Obsève yo,စောင့်ကြည့်လက္ခဏာများ
diag_analyze_btn,main,Analyze Symptoms,Analyser les symptômes,分析症状,Analizar síntomas,Suriin ang mga Sintomas,Phân tích triệu chứng,วิเคราะห์อาการ,Analisar Sintomas,लक्षणों का विश्लेषण करें,Chambua Dalili,Analisis Gejala,Analize sentòm yo,ရောဂါလက္ခဏာများကိုခွဲခြမ်းစိတ်ဖြာပါ။
diag_potential_matches,main,Potential Matches,Correspondances potentielles,潜在匹配,Posibles coincidencias,Mga Posibleng Sakit,Các kết quả phù hợp tiềm năng,โรคที่อาจเป็นไปได้,Possíveis Correspondências,संभावित मेल,Mechi Zinazowezekana,Potensi Kecocokan,Matche potansyèl,ဖြစ်နိုင်ချေရှိသော ပွဲစဉ်များ
diag_no_matches,main,No strong matches found based on current symptoms. Please consult a veterinarian for a thorough checkup.,Aucune correspondance forte trouvée sur la base des symptômes actuels. Veuillez consulter un vétérinaire pour un examen approfondi.,根据当前症状未发现明显的匹配。请咨询兽医进行全面检查。,No se encontraron coincidencias claras basadas en los síntomas actuales. Consulte a un veterinario para un examen completo.,Walang nahanap na tugmang sakit base sa mga sintomas. Mangyaring kumonsulta sa beterinaryo para sa pagsusuri.,Không tìm thấy kết quả phù hợp nào dựa trên các triệu chứng hiện tại. Vui lòng tham khảo ý kiến bác sĩ thú y để kiểm tra kỹ lưỡng.,ไม่พบโรคที่ตรงกับอาการปัจจุบัน โปรดปรึกษาสัตวแพทย์เพื่อรับการตรวจอย่างละเอียด,Nenhuma correspondência forte encontrada com base nos sintomas atuais. Consulte um veterinário para um check-up completo.,वर्तमान लक्षणों के आधार पर कोई सटीक मेल नहीं मिला। कृपया विस्तृत जाँच के लिए पशु चिकित्सक से परामर्श करें।,Hakuna ulinganifu thabiti uliopatikana kulingana na dalili za sasa. Tafadhali wasiliana na daktari wa mifugo kwa uchunguzi wa kina.,Tidak ditemukan kecocokan kuat berdasarkan gejala saat ini. Silakan berkonsultasi dengan dokter hewan untuk pemeriksaan menyeluruh.,Pa gen alimèt solid ki baze sou sentòm aktyèl yo. Tanpri konsilte yon veterinè pou yon tchèkòp konplè.,လက်ရှိရောဂါလက္ခဏာများပေါ်အခြေခံ၍ ပြင်းထန်သောကိုက်ညီမှုမတွေ့ပါ။ သေချာစွာစစ်ဆေးရန်အတွက် တိရစ္ဆာန်ဆေးဆရာနှင့် တိုင်ပင်ပါ။
diag_disclaimer,main,Disclaimer: This AI tool is powered by veterinary research for educational assistance. It is NOT a substitute for professional veterinary diagnosis.,Avertissement : Cet outil d'IA est basé sur la recherche vétérinaire pour l'aide éducative. Il ne remplace PAS un diagnostic vétérinaire professionnel.,免责声明：此 AI 工具由兽医研究提供支持，用于教学辅助。它不能替代专业的兽医诊断。,Descargo de responsabilidad: Esta herramienta de IA se basa en la investigación veterinaria para asistencia educativa. NO sustituye el diagnóstico veterinario profesional.,Disclaimer: Ang AI tool na ito ay base sa veterinary research para sa edukasyon. HINDI ito kapalit ng propesyonal na diagnosis ng beterinaryo.,Miễn trừ trách nhiệm: Công cụ AI này được hỗ trợ bởi nghiên cứu thú y để hỗ trợ giáo dục. Nó KHÔNG thay thế cho chẩn đoán thú y chuyên nghiệp.,คำสงวนสิทธิ์: เครื่องมือ AI นี้อ้างอิงจากงานวิจัยทางสัตวแพทย์เพื่อช่วยในการศึกษาเท่านั้น ไม่สามารถใช้แทนการวินิจฉัยโดยสัตวแพทย์มืออาชีพได้,Aviso: Esta ferramenta de IA é baseada em pesquisas veterinárias para assistência educacional. NÃO substitui o diagnóstico veterinário profissional.,अस्वीकरण: यह एआई टूल शैक्षिक सहायता के लिए पशु चिकित्सा अनुसंधान पर आधारित है। यह पेशेवर पशु चिकित्सा निदान का विकल्प नहीं है।,Kanusho: Zana hii ya AI inaendeshwa na utafiti wa mifugo kwa usaidizi wa kielimu. SI kibadala cha uchunguzi wa kitaalamu wa mifugo.,Penafian: Alat AI ini didukung oleh penelitian kedokteran hewan untuk bantuan pendidikan. Ini BUKAN pengganti diagnosis dokter hewan profesional.,Limit responsabilite nou: Zouti AI sa a mache ak rechèch veterinè pou asistans edikasyon. Li PA yon ranplasan pou dyagnostik veterinè pwofesyonèl.,မသက်ဆိုင်ကြောင်းရှင်းလင်းချက်- ဤ AI ကိရိယာသည် ပညာရေးဆိုင်ရာအကူအညီအတွက် တိရစ္ဆာန်ဆေးပညာသုတေသနမှ စွမ်းဆောင်ထားသည်။ ၎င်းသည် ပရော်ဖက်ရှင်နယ်တိရစ္ဆာန်ဆေးကုသရေးရောဂါရှာဖွေခြင်းအတွက် အစားထိုးမဟုတ်ပါ။
